␺3 è
␺4 láo
␺5 tǎn
␺7 zhù
␺D lǐn
␺F zēng
␻1 juǎn
␻2 hū
␽7 shěn
␽8 huò
␽C kuì
␿1 chù
␿2 zhòu
␿6 āo
␿8 zhuó
␿D xīng
␿F miè
⑀0 hū
⑁4 tán
⑁9 bì
⑂3 dǐng
⑂9 kài
⑂B biāo
⑃0 huò
⑃1 liè
⑃2 cuàn
⑄3 xiàn
⑄4 rè
⑅3 yuè
⑅5 xūn
⑅7 liǎo
⑆3 shā
⑆6 shì
⑆A xiè
⑇3 xiāo
⑇7 yé
⑇8 lǎn
⑇9 yì
⑇F liǎn
⑉4 bó
⑉5 cāo
⑉D yào
⑊6 liàn
⑋B tà
⑍1 jì
⑍4 xī
⑍5 zhì
⑍A xī
⑍D yuè
⑎4 xiǎn
⑎6 zhuò
⑎F zhǎng
⑏5 zǔ
⑏7 ná
⑏E dào
⑏F liè
⑐0 ná
⑐9 páo
⑐B jù
⑑6 luǒ
⑑9 shuǎ
⑑A shàng
⑑D luǒ
⑑F fēn
⑒3 bào
⑒8 lì
⑒B xiòng
⑓6 dāng
⑔0 chèng
⑔4 zhǎng
⑔7 sǒu
⑔A shén
⑕2 gě
⑕8 yū
⑕A huī
⑕B chè
⑕D jiào
⑕E zhù
⑕F shū
⑖2 xiáo
⑖6 níng
⑖D jiāng
⑖F jiāng
⑗7 diào
⑗D qiáng
⑗E qiú
⑘0 fēng
⑘6 zhàn
⑘7 kē
⑙2 dié
⑙3 zé
⑙6 guāng
⑙7 sè
⑙8 fèn
⑙B jiǎng
⑙D yán
⑙E zhì
⑚2 lì
⑚6 líng
⑚A yí
⑚C qǔ
⑚D pán
⑚E gōu
⑛0 jiǎ
⑛1 hé
⑛3 pèng
⑛5 jù
⑛7 chè
⑛A liè
⑛B shì
⑛C pò
⑛D xiàng
⑛F pì
⑜0 luǒ
⑜1 cù
⑜3 yǔ
⑜7 kòng
⑜8 xiè
⑜D wǎn
⑜E yǎn
⑜F péi
⑝3 chéng
⑝8 tí
⑝9 chè
⑝A bì
⑝B liàn
⑝C jiǎ
⑝E tíng
⑞2 tī
⑞8 dié
⑞A shù
⑞B lí
⑞C lǘ
⑞D xiā
⑞F cuī
⑟3 bō
⑟4 tuí
⑟5 pú
⑟7 lìn
⑟8 fèn
⑟A bó
⑟B chàn
⑟E dāng
⑟F tǎi
①0 dào
①3 lì
①5 yá
①6 yá
①7 zhān
①A yí
①C qī
②4 hù
②6 tīng
②8 kǒu
②B chún
②C yóu
②D fèn
②F nuó
③0 tiàn
③1 jìn
③2 pí
③3 chén
③4 pì
③6 jiè
③7 guǐ
④2 zhuàng
④5 hú
④6 chǒu
④7 shù
④8 tāo
④9 pí
④A rǒng
④B rǒng
④D hǒu
④E pēng
⑤5 bài
⑤7 xiá
⑤B qǐn
⑤C nǐ
⑤E tāo
⑤F qù
⑥2 xié
⑥4 zhào
⑥5 huā
⑥6 xīn
⑥8 shōu
⑥B tú
⑥D liáng
⑥E bì
⑥F chū
⑦1 xīng
⑦3 xīn
⑦4 fū
⑦9 jiè
⑦D fǔ
⑧0 tè
⑧1 shè
⑧4 chāo
⑧5 chuī
⑧C rán
⑧D hǒu
⑧E bēng
⑨0 cǎi
⑨5 mú
⑨9 xū
⑨A dié
⑨D chǎn
⑨E yú
⑨F zhòng
⑩3 lí
⑩4 shōu
⑩A dú
⑩C māo
⑩D huáng
⑩F táo
⑪1 dù
⑪2 tí
⑪3 shēng
⑪4 méi
⑪8 zhēn
⑪9 qín
⑪A pì
⑪B táng
⑪C cāng
⑪D yáo
⑪F xiù
⑫0 bāng
⑫1 gǔ
⑫5 bù
⑫C gòu
⑫D bó
⑬1 wèn
⑬4 jì
⑬A lā
⑬D cuī
⑬E mǐn
⑬F cǔ
⑭0 ōu
⑭1 yōng
⑭6 máo
⑭7 kè
⑭8 māng
⑭9 dǐng
⑭A huān
⑭B duǒ
⑭C jiāng
⑭D sù
⑮2 céng
⑮3 tà
⑮5 huáng
⑮6 jué
⑮7 xún
⑮A xiòng
⑮C mì
⑮D qún
⑮E láo
⑯1 zhì
⑯2 wěi
⑯7 sè
⑯B zāng
⑰1 ǎn
⑰2 wèi
⑰4 huài
⑰7 zhàn
⑰9 yīng
⑰A gē
⑰B huì
⑰D quán
⑱3 liè
⑱4 jú
⑱5 bà
⑱6 léi
⑱8 mán
⑱9 líng
⑱C lì
⑱D jǐ
⑲1 huí
⑲2 xìn
⑲3 shì
⑲4 zhé
⑲7 bō
⑲B chā
⑲F chā
⑳0 jīng
⑳1 bā
⑳2 bèi
⑳5 yàn
⑳7 hù
⑳9 yú
⑳B bì
⑳C chuán
⑳E jǐ
⑴2 mù
⑴4 máo
⑴5 zhōng
⑴7 yè
⑴8 dōu
⑴9 yě
⑴D rì
⑴E yīn
⑵0 hào
⑵2 nà
⑵3 tiè
⑵4 fù
⑵5 mǔ
⑵6 zǎi
⑵8 hú
⑵A chēn
⑵B tuó
⑵E chù
⑵F fú
⑶7 bào
⑶C dǐ
⑶D cǎi
⑶E lù
⑶F pǒ
⑷0 dá
⑷1 yè
⑷3 yǐ
⑷7 xiáng
⑷8 bī
⑷9 zhū
⑷B yí
⑷D lǜ
⑷F kuāng
⑸2 zhì
⑸7 wá
⑸8 dī
⑸9 shù
⑸A liè
⑸B zǎo
⑸C zhì
⑸D náo
⑹7 chái
⑹A xiāo
⑹B zàng
⑹E yù
⑹F dòu
⑺0 chà
⑺1 xié
⑺2 yáng
⑺4 xiǎn
⑺5 bǎo
⑺E zhāi
⑻0 qiú
⑻2 hú
⑻3 zài
⑻4 jué
⑻6 hān
⑻F àn
⑼0 zào
⑼3 shà
⑼5 xiàn
⑼6 chǐ
⑼7 yǎn
⑼9 àn
⑼D zhé
⑼E jué
⑽1 lì
⑽3 lè
⑽6 cǎi
⑽8 lù
⑽A jiā
⑽D xià
⑽E xiào
⑽F yān
⑾0 xū
⑾2 dùn
⑾3 yíng
⑾4 huī
⑾5 tí
⑾6 nóu
⑾7 xǐ
⑾A tú
⑿7 wāi
⑿8 chēn
⑿C hōng
⑿E tí
⑿F xuān
⒀0 zá
⒀7 gé
⒀B lóu
⒀C chái
⒀D pán
⒀E jí
⒁0 tà
⒁3 xī
⒁6 xiāo
⒁8 sāo
⒁9 jiā
⒁A sù
⒁B huāng
⒁D cuō
⒁F tà
⒂0 shuāi
⒂A fú
⒂B lì
⒂D shè
⒂F táng
⒃6 diān
⒃A bì
⒃C gòu
⒃D cù
⒃F qiān
⒄2 léi
⒄3 sù
⒄6 zòng
⒄7 hāo
⒄F chì
⒅0 cáo
⒅3 wò
⒅4 xiāo
⒅5 liè
⒅6 yān
⒅D bì
⒅F huàn
⒆1 xī
⒆2 chī
⒆3 xū
⒆4 náo
⒆5 yán
⒆7 xiè
⒆8 zhá
⒆A suì
⒆C xì
⒆D bēng
⒆E rán
⒆F shuò
⒇0 bān
⒇1 guì
⒇2 kāi
⒇3 chēn
⒇6 xù
⒇E è
⒇F lì
⒈0 xī
⒈1 huàn
⒈2 sù
⒈4 chǎng
⒈A lù
⒈B yán
⒈E dāng
⒈F dǎn
⒉0 yāng
⒉2 zhǎi
⒉3 jù
⒉5 duó
⒉6 sāo
⒉7 lái
⒉8 sù
⒉F zé
⒊3 bì
⒊6 yìn
⒊8 hāo
⒊A liè
⒊D háo
⒊E yáng
⒋4 shuò
⒋5 ài
⒋6 qióng
⒋9 lěi
⒋A xié
⒋C shì
⒌3 lǔ
⒌5 què
⒌6 lián
⒌C xiào
⒌E yīng
⒍1 xié
⒍8 líng
⒍9 yōu
⒍E dǎng
⒍F lǎn
⒎0 xiāo
⒎8 yì
⒎C wū
⒎E yì
⒎F tuō
⒏0 bǔ
⒏2 xìn
⒏5 sī
⒏6 jīn
⒏8 bā
⒏9 fǎ
⒏B mò
⒏C ruò
⒐A dà
⒐B jì
⒑0 sù
⒑1 qióng
⒑2 bā
⒒6 tián
⒒7 yóu
⒒9 tuó
⒒B wài
⒒C yòu
⒒E dōng
⒓1 xǐ
⒓2 kǒng
⒓6 qióng
⒓7 duī
⒓8 duò
⒓A yì
⒕2 xī
⒕3 qīn
⒕4 sù
⒕7 liú
⒕9 wán
⒖D chē
⒖E zhū
⒗0 mào
⒗7 quán
⒗D yū
⒗F yì
⒘0 mí
⒘3 lái
⒘4 zhì
⒚4 ní
⒚6 bān
⒚A dōng
⒚E zhì
⒝5 yì
⒝8 líng
⒝9 yú
⒝A cōng
⒝B dì
⒝C zhì
⒞0 ruǎn
⒞3 jiàn
⒞9 wàn
⒞B jìn
⒞D páng
⒠D lù
⒠E qú
⒡0 xǐ
⒡1 dá
⒡6 hù
⒡7 luǒ
⒡9 lè
⒣6 gǒng
⒣B lìng
⒤2 láo
⒤4 zhuàn
⒦8 zǎo
⒦9 hào
⒦A xiàng
⒦D hào
⒦E lì
⒧1 diàn
⒧2 gé
⒧D huán
⒨4 è
⒨6 xiá
⒨B jiān
⒨C qí
⒨D xiá
⒨E yǒu
⒪1 zhēng
⒪A zhuàn
⒪E chàn
⒬9 xiè
⒭5 náo
⒭D jì
⒭E tián
⒮3 yǎn
⒮7 hǎo
⒮8 xín
⒮9 líng
⒮B bān
⒮C běng
⒯1 gōu
⒯2 líng
⒯5 kuò
⒯6 qià
⒯7 jiào
⒯9 ēn
⒯A yáo
⒯B dū
⒰1 huǒ
⒰2 dǔ
⒰3 pēi
⒰C yuán
⒰F lóu
⒱0 xíng
⒱3 lián
⒱4 yáo
⒱5 xī
⒱6 yáo
⒱8 xī
⒱B lú
⒱D yàn
⒲0 quán
⒲5 ráng
⒲6 wà
⒲7 zú
⒲8 fàn
⒲9 yì
⒲A dù
⒲B suì
⒲D pī
⒲F hán
⒳1 xù
⒳3 gǒng
⒳5 dì
⒳7 nà
⒳E duò
⒳F wā
⒴2 niè
⒴8 diào
⒴9 huāng
⒴C tí
⒴D fàn
⒵1 wú
⒵2 áng
⒵4 píng
⒵9 hán
⒵B gāng
⒵C lí
⒵E dūn
⒵F fù
Ⓐ0 nà
Ⓐ2 cèi
Ⓐ7 jiē
Ⓐ9 qìng
ⒶB yīng
ⒶC xiáng
Ⓑ1 hú
Ⓑ4 sù
ⒷB gē
ⒷC è
ⒷD xù
Ⓒ6 xī
ⒸA kāng
ⒸB guó
ⒸC jiē
ⒸD chuán
ⒸE léi
ⒸF héng
Ⓓ0 zūn
Ⓓ5 piè
Ⓓ8 dēng
Ⓓ9 xī
ⒹA léi
ⒹC shàn
Ⓔ7 lú
Ⓔ9 duì
ⒺA jùn
ⒺD chàn
ⒺF xié
Ⓕ0 wā
Ⓕ1 zhé
Ⓕ3 zhuān
Ⓕ7 liù
Ⓕ8 léi
ⒻC dài
ⒻD gān
Ⓖ4 shì
Ⓖ7 yǎn
ⒼC gān
Ⓗ0 yán
Ⓗ6 suī
ⒽA zhōng
ⒽC shì
Ⓘ1 shèng
Ⓘ5 chǎn
Ⓙ7 huáng
Ⓙ8 yìn
ⒿB měng
Ⓚ2 ráng
Ⓚ5 xiáng
Ⓚ8 bèi
ⓀC chuán
Ⓛ1 pú
Ⓛ9 kē
ⓁA lā
ⓁD quǎn
ⓁF hàng
Ⓜ0 chì
Ⓜ1 máng
Ⓜ6 zhà
ⓂA fèn
ⓂC chào
Ⓝ3 jǐng
Ⓞ3 liè
Ⓞ5 nà
Ⓞ6 nà
Ⓞ7 tóng
ⓄB rán
ⓄC zǔ
ⓄD pī
ⓄE yǒu
Ⓟ0 shū
ⓅB liè
ⓅC shōu
ⓅD tuǎn
ⓅF gǎo
Ⓠ0 sháo
Ⓠ1 tuó
Ⓠ3 nán
Ⓠ7 tuǒ
Ⓠ8 gōng
Ⓠ9 diào
Ⓡ4 měng
Ⓡ5 bāng
Ⓡ7 xié
Ⓡ8 sì
Ⓡ9 tǐng
ⓇA guì
ⓇD fú
ⓇE guì
Ⓢ9 guì
Ⓣ1 zhǔ
Ⓣ3 lái
Ⓣ5 lǔn
Ⓣ6 tiǎn
Ⓣ7 rǎn
ⓉA dōng
Ⓤ8 juàn
Ⓤ9 yán
ⓊC ruán
ⓊD dǎn
Ⓥ0 mào
Ⓥ6 luán
Ⓥ8 xù
ⓋA xī
Ⓦ2 má
Ⓦ3 qī
Ⓦ5 chà
Ⓦ8 shāng
Ⓦ9 hàn
ⓌA píng
ⓌE jī
Ⓧ3 lì
Ⓧ5 yù
Ⓧ6 bān
Ⓧ8 tēng
ⓍD chóu
Ⓨ0 chóu
Ⓨ4 qī
Ⓨ5 xī
Ⓨ6 bèi
ⓎA yè
ⓎD guǎng
ⓎF zhù
Ⓩ3 léi
Ⓩ4 léi
Ⓩ5 chā
ⓐ0 guǎng
ⓐD dié
ⓑ3 yǎ
ⓑ8 niè
ⓑ9 shū
ⓑB zhì
ⓑF zhì
ⓒ2 zhì
ⓒ3 pǐ
ⓒ5 jiū
ⓒ6 jiū
ⓒ7 yì
ⓒ8 yòu
ⓒA jiū
ⓒF huàn
ⓓ1 dù
ⓓB táo
ⓓC qiè
ⓓD qín
ⓓE xìn
ⓓF chān
ⓔ0 jì
ⓔ2 qìn
ⓔA dù
ⓔB zhī
ⓔE ǒu
ⓕ0 wù
ⓕ2 wén
ⓕ8 bì
ⓕB bēi
ⓕD mǔ
ⓕE jìn
ⓕF táo
ⓖ0 liáo
ⓖ5 cáo
ⓖ6 zhá
ⓖC chǐ
ⓖD yā
ⓖE kuí
ⓖF yìn
ⓗ8 lóng
ⓗ9 qià
ⓗB hāng
ⓗC shàng
ⓗD hài
ⓗE chā
ⓘ0 jiǎo
ⓘ1 lǎo
ⓘ8 xī
ⓘB bó
ⓙ3 zhǐ
ⓙ5 tùn
ⓙ6 fú
ⓙ8 hū
ⓙA niè
ⓙB yì
ⓙC zhuàng
ⓚ0 chá
ⓚ4 suān
ⓚ7 yùn
ⓚE dù
ⓛ0 xī
ⓛ1 chuàn
ⓛ2 xíng
ⓛ3 jiǎo
ⓛ4 shēn
ⓜ0 wāng
ⓜ1 bēi
ⓜ2 féi
ⓜ3 jiàn
ⓜ4 quán
ⓜ5 yì
ⓜ6 dōng
ⓜ7 xù
ⓜ8 nà
ⓜ9 jí
ⓜC zhěn
ⓜD qí
ⓜE duī
ⓜF yín
ⓝ1 jiù
ⓝ2 pí
ⓝ3 xìn
ⓝ4 lún
ⓝ5 cǎi
ⓝ6 lìng
ⓝ7 biē
ⓝ8 dào
ⓝ9 dé
ⓝF la
ⓞ1 xī
ⓞ2 jù
ⓞ4 xiáo
ⓞ6 jīng
ⓟ9 wài
ⓟB nǎo
ⓟC xiāng
ⓟD què
ⓟE qiè
ⓟF tū
ⓠ0 xǔ
ⓠ1 huì
ⓠ5 mín
ⓠ6 wěi
ⓠ8 yóu
ⓠ9 tuí
ⓠA dài
ⓠE kě
ⓠF nà
ⓡ1 fù
ⓡ2 yù
ⓡ3 zhǐ
ⓡ5 hān
ⓡ6 āi
ⓡ7 fù
ⓢ1 yāng
ⓢ4 shí
ⓢ6 chán
ⓢA chì
ⓢB yùn
ⓢC shuāi
ⓢE sù
ⓢF sǎng
ⓣ1 è
ⓣ2 zhěng
ⓣ3 ái
ⓣ4 suǒ
ⓣ5 bù
ⓣ7 qún
ⓣ8 yì
ⓣ9 yǎn
ⓣB nà
ⓣC wǔ
ⓤ7 lì
ⓤ8 lì
ⓤA xī
ⓤB jué
ⓤC shī
ⓤE yǎ
ⓥB chén
ⓥC yíng
ⓥD bì
ⓥE chè
ⓦ1 zhā
ⓦ2 tuǒ
ⓦ3 hù
ⓦ4 téng
ⓦ5 yìng
ⓦ6 bǐ
ⓦ7 níng
ⓦ8 liàn
ⓦ9 xìn
ⓦA yǔ
ⓧ2 bèi
ⓧ4 mó
ⓧ5 duī
ⓧ7 dǎo
ⓧ8 qí
ⓨ0 shuāi
ⓨ3 xiāo
ⓨ4 zhǒng
ⓨ5 zhuì
ⓨ7 biàn
ⓨ9 wěi
ⓨA xī
ⓨC dēng
ⓨE xiē
ⓨF pān
ⓩ0 niè
ⓩ3 bié
ⓩ4 shè
ⓩ5 fèi
ⓩ6 mǐn
ⓩ7 qì
⓪A shàn
⓪B suǒ
⓫7 jí
⓫A dǎn
⓫B juàn
⓫C lù
⓫E ào
⓬2 yì
⓬3 shǔ
⓬4 suì
⓬5 wèi
⓬6 wán
⓬7 chǔ
⓬C wò
⓭6 bì
⓭8 yǐn
⓭9 huó
⓭C kài
⓭D níng
⓮2 ài
⓮4 lì
⓮6 zhāi
⓯1 lù
⓯6 biàn
⓯7 pán
⓯F guì
⓰0 sū
⓰1 méng
⓰2 xiǎn
⓰3 lòng
⓰5 qì
⓰B chàn
⓰C yì
⓰D háng
⓰F liǎn
⓱0 guàn
⓱2 wěi
⓱7 jué
⓱8 léi
⓱9 luán
⓱A lì
⓱C pí
⓲2 huǎn
⓲E guī
⓳3 jú
⓳6 dēng
⓳A fèi
⓴1 zhī
⓴3 mèi
⓴5 huàn
⓴9 pā
⓴A bǐ
⓴C pō
⓵3 ér
⓵5 huàn
⓶3 chàng
⓶5 luò
⓶6 fǒu
⓶F chóu
⓷1 zú
⓷2 nán
⓷3 xiǎo
⓷9 bài
⓷A lù
⓷C luò
⓷F niàn
⓸0 zé
⓸4 zhù
⓸5 hú
⓸8 huī
⓸9 tǎng
⓸A chóu
⓹1 huáng
⓹2 dōu
⓹B miào
⓹D bó
⓺0 dì
⓺2 děng
⓺3 pū
⓺5 sōng
⓺6 chóu
⓺B yào
⓺C měng
⓺D lóng
⓻2 lián
⓻5 bié
⓻A lǚ
⓻F sè
⓼0 zuó
⓼4 cún
⓼5 líng
⓼6 zhěng
⓼7 pǐ
⓼8 báo
⓼B què
⓼E pī
⓼F nàn
⓽0 pī
⓽1 bǒ
⓽2 bèi
⓽3 fā
⓽5 mǐn
⓽6 mò
⓽7 wà
⓽8 zhāo
⓽9 zhì
⓽A cū
⓽F xún
⓾0 jí
⓾1 guì
⓾3 chéng
⓾7 hàn
⓾8 xiào
⓾9 què
⓾B chuò
⓾D fǔ
⓿3 qǐn
⓿4 lù
⓿5 què
⓿6 diǎn
⓿7 qiān
⓿C chǎng
⓿D tà
⓿E bēi
─1 dù
─2 běng
─3 hòu
─8 zhǎ
─9 zhǎ
─E què
─F má
━0 hán
━3 liú
━4 lù
━6 zī
━8 pǐ
━9 zhòu
━B zāo
━D niǔ
│0 huì
│3 xué
│5 là
│B nóu
│C yǎn
│D rǎn
│E nǎo
┃0 là
┃1 guǎng
┃2 dú
┃5 lú
┃9 jiǎn
┃A xiè
┃B qì
┃E xiàng
┄1 guǒ
┄2 jié
┄3 màng
┄6 xiā
┄7 kuī
┄E yòng
┅0 hǎi
┅1 mì
┅2 yào
┅5 wēn
┅F lì
┆0 juàn
┆1 wū
┆2 qiáo
┆E diào
┆F chù
┇2 suō
┇5 chōng
┇8 quān
┇9 shè
┈2 měng
┈3 jù
┈B tú
┉2 nóng
┉3 mó
┉9 fèn
┊2 áo
┊3 guō
┊4 hú
┊5 cán
┊6 dūn
┊7 hǎi
┊8 jiǎo
┋0 gū
┋5 jīn
┋8 yáng
┌0 chà
┌C huī
┍4 qú
┍5 kē
┍F qīng
┎0 yì
┎3 kǎi
┎4 jiǎo
┎7 chōu
┎8 bǔ
┎9 gèn
┎A jiāo
┎B zhī
┎E wèn
┏0 bīn
┏4 xiòng
┏5 fàn
┏8 yí
┏9 chuàn
┏A yào
┏D yāng
┏E dù
┏F yǎn
┐1 méng
┐7 chī
┐8 mù
┐9 jiāo
┐B nǜ
┐D guó
┐E xuè
┑1 fú
┑2 xuē
┑3 fū
┑4 pèi
┑5 mò
┑6 xī
┑7 wò
┑8 shǎn
┑B xī
┑C qì
┑D miàn
┒6 dǎn
┒8 chǒu
┓1 fèi
┓2 mié
┓4 xuè
┓5 xù
┓6 sī
┓7 jǔ
┓8 mǎo
┓9 bào
┓B yí
┓C guā
┓D nì
┓F yí
└1 zuò
└4 nǔ
┕1 diàn
┕2 fàn
┕3 yì
┕4 shì
┕7 cū
┕8 zhěn
┕E shì
┕F jiǎo
┖0 hòu
┖1 ér
┖6 lèi
┖7 xuè
┖8 gèng
┖A shōu
┖C juān
┗4 jié
┗5 wéi
┗7 shǒu
┗8 jìng
┗A xú
┗B chòng
┘5 jiāng
┘6 mòu
┘9 yù
┘C jué
┙1 tìng
┙4 xiāo
┙6 dōu
┙8 guó
┙9 máng
┙A wāng
┙B xù
┙C wàng
┙D suō
┙E juàn
┙F yuè
┚1 hán
┚3 shēn
┚5 xié
┚6 liú
┚7 rún
┚F bì
┛2 nào
┛6 wàn
┛7 jiù
┛8 quē
├4 nì
├6 mí
├7 suō
├9 qiǎng
├C hàn
├D zhuó
├E mí
├F xù
┝1 lǎng
┝2 jié
┝3 dìng
┝4 chàng
┝5 zhì
┝6 fēi
┝7 jiá
┝8 jùn
┝9 huò
┝A qī
┝B jū
┝C zhūn
┝E diàn
┝F jiǎo
┞0 yā
┞2 zhǎn
┞D zhī
┞F mài
┟0 hū
┟1 xiè
┟2 shí
┟3 guī
┟F xù
┠2 jí
┠4 chuàng
┠6 mào
┠7 ruán
┠8 xū
┠9 huàn
┠A shà
┠B jǔ
┠F kuàng
┡1 hóu
┡2 guān
┡3 guā
┡5 mí
┡6 dié
┡7 bì
┡8 liǎng
┡9 là
┡A shǎn
┡B lù
┡C xì
┡F sǒu
┢C ōu
┢E léng
┣7 kū
┣8 guī
┣B xī
┣C pán
┣D sè
┣E juè
┣F hòng
┤0 guàn
┤1 jù
┤3 nài
┤4 huá
┤5 gé
┤6 lì
┤7 gòu
┤8 tì
┤A mà
┤B téng
┤C dá
┥0 qī
┥1 yù
┥2 jiǎo
┥3 miè
┥4 gěng
┥5 mèng
┥6 wèi
┥8 tí
┥9 qí
┥C chén
┥D dōu
┥F pán
┧0 hàn
┧4 mì
┧5 má
┧6 lù
┧7 qī
┧8 kēng
┧A dié
┧B qì
┧C jiāo
┧D kāng
┧E qiāo
┧F mì
┨0 shān
┨7 jiān
┨8 lí
┨9 kè
┨A xù
┩1 mán
┩2 fèng
┩3 chàn
┩4 huǐ
┪7 kòu
┪A wěi
┪B guàn
┪C jí
┪D zùn
┪E huò
┪F xié
┫4 suì
┫6 ruǎn
┫8 tè
┫C zhèng
┫D kūn
┫E xiǎng
┫F mián
┬1 xì
┬C sā
┭9 è
┭A miè
┭B zhǔ
┭C zōu
┭D měng
┭F xī
┮1 táng
┮3 jià
┮4 cháng
┮5 jí
┮E zhuó
┯F hè
┰0 chá
┰1 qì
┰2 mián
┰3 zhěn
┰4 kū
┰5 yè
┰6 zhōu
┰8 jiān
┰A pàn
┰D huī
┰F míng
┱0 liù
┱8 shuì
┱A mài
┱B lí
┱E shuò
┱F yí
┲4 lì
┲8 xiē
┲9 tè
┲A xiū
┲D xuàn
┲E lì
┲F méng
┳0 wéi
┳1 méng
┳A yào
┳B lán
┳C líng
┳D yīng
┳E yīng
┳F lì
┴0 jiǎn
┴1 guī
┴5 guān
┴6 xiè
┴9 shè
┴B zuī
┵3 kàn
┵4 léi
┵A biàn
┵D shǔ
┵E nǜ
┵F xù
┶3 hào
┶8 guǐ
┶A zhài
┶B láng
┶C cuān
┶D zhì
┶E féng
┶F qīn
┷1 zé
┷2 nà
┷3 niǔ
┷4 yì
┷7 cōng
┷8 shī
┷9 jiǎn
┷A zōng
┷B yǎn
┷C yīng
┸0 ruǎn
┸2 róng
┸3 xì
┸5 guān
┸6 kài
┸8 wù
┸A qín
┸B cōng
┸D zé
┸E xiè
┹0 yù
┹1 zàn
┹2 chuāng
┹3 lǐ
┹4 lǐ
┹5 xù
┹6 mí
┹7 xù
┹8 ruǎn
┹B guì
┹C rǒng
┹F máo
┺1 qín
┺2 cuàn
┺3 cuàn
┺4 cuàn
┺E wū
┻0 fǎ
┻1 bá
┻8 qià
┻9 zhì
┻A tiào
┼4 zhì
┼5 zhí
┼7 huàn
┼8 chóu
┼A zhì
┼E yǐng
┽2 wù
┽3 bēi
┽5 hóng
┽6 shěn
┽8 jué
┽9 kuì
┽C yǐ
┽D yà
┾0 bī
┾4 kuà
┾5 qiān
┾8 zhāo
┾A kǎi
┾B shāng
┾E àn
┾F zhé
┿0 zhì
┿7 zhì
┿9 jiǎo
╀0 sī
╀1 pú
╀2 ǒu
╀A zhuó
╁1 yīng
╁3 huān
╁5 yà
╁8 shí
╁9 pā
╁A pǔ
╁E máng
╁F chāi
╂9 yún
╂C gǔ
╃9 dǎn
╃B náo
╃D zhé
╃F hú
╄5 kēng
╄7 dié
╄8 tīng
╄B guài
╄E qiōng
╄F shǐ
╅0 jiǎ
╅1 ào
╅2 nǎ
╅3 pǐn
╅4 jiá
╆1 zhè
╆2 bù
╆3 wǒ
╆5 chǎ
╆A náo
╆B kǎn
╆F dú
╇0 guài
╇1 qióng
╇3 róng
╇4 yǐ
╇5 duī
╇6 lěi
╇8 zhōu
╇9 kuā
╇A ē
╇B xiān
╇C diàn
╇D nuò
╇E è
╇F yōng
╈0 wù
╈1 kēng
╉3 zhì
╉7 zhǐ
╉8 xún
╉B zhèng
╉E yáng
╊0 huò
╊1 jí
╊2 nǎo
╊7 yà
╊8 lù
╊B fū
╊C sǎn
╊D chù
╊E wěi
╋0 fǔ
╋1 kēng
╋2 sì
╋3 kàng
╋5 yì
╋6 huà
╋E yǔ
╌3 lì
╌6 lǐn
╌7 dǔ
╌8 è
╌C qiǎng
╌D dú
╍0 jié
╍1 chuò
╍2 xiàn
╍6 gǎo
╎C dào
╏0 hōng
╏B zōng
╏E qì
╏F tuó
═0 hōng
═1 pǐ
═2 gèng
═4 niè
═7 kōng
═A zhǐ
║1 xiǎo
╒1 shè
╒2 yú
╒3 jiāng
╒9 qǐ
╒A chěn
╒B sǎng
╒D suǒ
╒E qián
╒F huì
╓1 shàn
╓2 è
╓B qiū
╓D kè
╔0 wēng
╔1 zī
╔2 jí
╔7 dǎ
╔9 cuò
╔D lǒu
╔E kāng
╔F kuò
╕0 dí
╕1 qiē
╕3 mò
╕6 guǒ
╕7 hōng
╕8 cháo
╕9 hēi
╖2 cáo
╖3 zhé
╖6 gǔn
╗0 xū
╗1 péng
╗2 jué
╗5 gǎn
╗6 sī
╗8 suì
╗9 què
╗B wú
╗C yán
╗D pèng
╗E xiǎo
╗F pān
╘D là
╙7 bèng
╙8 zhěn
╙9 jí
╙C jǐn
╙D lián
╙E kěn
╚0 zhóu
╚8 zào
╚A lè
╚B qī
╚C bìng
╛5 yǐn
╛6 pīn
╛B sǒu
╛C lǜ
╛E dí
╛F dú
╜0 liǎo
╜1 zhuó
╜A chǎng
╝2 chèn
╝3 tà
╝9 què
╝A dào
╝D rǎng
╝F pò
╞6 zhōng
╞7 xiē
╞A jiāng
╞B qú
╞C lěi
╞D cà
╞E quē
╟5 xiàng
╟6 lèi
╟A làn
╟F lǎ
╠1 lǎ
╠4 yù
╠A jiào
╠B qín
╠C jī
╠F gǎn
╡2 yì
╢0 yì
╢1 zhī
╢4 biǎo
╢5 shēng
╢6 jiù
╢B hē
╢C fú
╢E jū
╤0 zuǒ
╤1 yí
╤6 xiàn
╤7 yí
╤9 sì
╤B chuì
╤E mò
╦1 zhān
╦3 xún
╦6 rú
╦8 huò
╦C shāo
╧0 shòu
╧E yòu
╧F yù
╨2 jùn
╨9 zī
╨A lù
╩A chǐ
╩B kūn
╪0 zhùn
╪6 hóu
╪9 xǔ
╫E zōng
╫F yìng
╬2 zhū
╬5 liù
╭1 nù
╭8 bì
╭A chì
╭C zǔ
╭D féng
╭E lù
╭F pǔ
╮5 zhuàn
╮7 zhé
╮8 shī
╮9 yǔ
╮A lù
╮B liáng
╮F jué
╯0 liào
╯1 bēng
╰3 yì
╰4 guān
╰C ǎo
╰F guì
╱0 mǐn
╱2 yǎn
╱3 lán
